file_id,filename,folder,mime_type,dominant_topic,top_keywords,sentiment,text_snippet,score_PLAAF,score_PLAN,score_PLA_Ground,score_Organization,score_Personnel,score_Doctrine,score_Diplomacy,score_Technology,score_Leadership,is_draft,year
16Lc6XEGcFnaBtON88otY_lgqkHZMIaLk,CASI Quarterly update 2018-2.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Personnel,"casi, space, aerospace, project, research",0.8779,"CASI Quarterly update
#2 for 2018 
Friends of CASI, 

CASI continues to be hard at work focusing on Chinese Aerospace topics of interest to the US Air Force, allies, and partners, so that leaders can have a holistic and objective view.  

Here is the second quarterly update for CASI 2018.  And as always, please let us know if you have any questions, comments, requests, or suggestions.
 
Research
Our current research plan includes several projects, several of which were highlighted at the CASI conference in May 2018.  Current Research How increased PRC air operations in the East China Sea are affecting the U.S., its interests, allies, and partners.  RAND is conducting the final reviews before publishing. How the PRC is using bombers as strategic messaging or deterrence.  RAND is conducting the final reviews before publishing.  CASI has partnered with the Center for Naval Analyses to study PLAAF and PLA Naval Aviation training and exercise integration.  This project is complete and is in the review stage. CASI and CNA will publish this within the next month. Describing the current state and near-term future of the aerospace industrial base within the PRC.  Our partners at TextOre are drawing on their deep resources to advance our understanding of this issue.  This project is planned for completion in late summer 2018. CASI aerospace periodical database and CASI Research Portal.  If you are interested in gaining access to our research database, please let us know.  New Research Agenda (pending funding decisions) Four Ways of Seeing: Space.   This project will apply a modified version of the “Four Ways of Seeing” methodology examining China views its own military, civilian, and commercial space programs, as well as how China views the military, civilian, and commercial space programs of the United States.  The study will address six main issues: The current state of the PRC government sector space program. The current state of the PRC commercial sector space program The",8,6,1,2,9,2,1,2,1,False,2018.0
16UlZlaK-L1H3JMVM71Dwt7dkazX-Hhrr,Ken's Input for June 2018.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"june, present, paper, conference, october",0.7906,"Ken’s Input for the July CASI update Outreach in June: Visit to London in June Presentations to analysts at SOSI and CNA in June Discussion with Caroline Baxter from RAND Presentation on PLA organizational reforms at monthly Attaché Roundtable  Upcoming Conferences Present briefings and paper at Singapore in August Present paper at NBR PLA Conference at  Carlisle, PA in October US-Taiwan Business Council annual defense industry conference in Annapolis in October Projects Overview of PLA annual training cycle PLAAF Party Congresses, Party Committee, and Standing Committee overview Shanshan’s “people” report  ",1,0,0,2,1,0,0,0,2,False,2018.0
1NwHiShzRyHrm70_VIFoCbro7Fo7gT4UO,CASI public update June 2017 (1).docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Doctrine,"casi, research, director, usaf, deputy",0.9524,"CASI Update on 6 June 2017 Friends of CASI- 	It has been a busy couple of months.  What we hope to do is publish quarterly updates as to how the stand-up is progressing and what CASI is up to.  These are meant to just be some snapshots of what we have going on and where our research agenda is headed, as well as some key dates/events in the future for us.  We will try to keep them brief and helpful so that you can see at a glance where CASI is making an impact.  We also hope to use this as a way to start drawing on the wealth of knowledge, as well as the pile of requirements or questions, that are out there where CASI may be able to make a contribution.    Key Takeaways-  	CASI started actual independent operations as a USAF unit on 22 Feb when Brendan Mulvaney was officially hired as its Director. 	CASI held meetings with USAF A5/8, A3, JASDF, Air University and the deans or commandants of its multiple service schools, in March. 	CASI held meetings with PACOM’s SFG, APCSS, and PACAF, and attended CMSI’s conference on Grey Zone operations, in April. 	CASI accompanied a team from RAND on a trip to Japan for meetings with MoD, JSDF leaders, and other policy and defense experts in May. 	Dr. Carl Rehberg, a driving force behind CASI, officially retired in May.  CASI wishes him “Fair Winds and Following Seas.” 	CASI hired Ken Allen as it’s NDU Research Director at the end of May. 	Remaining CASI positions and billets should be advertised in June/July timeframe. 	Inaugural CASI conference (as independent USAF organization) Friday 18 May 2018, in Washington, D.C. area.  Unofficial Motto: 	“We study everything that flies” in China.  That includes: Air Force, Naval Aviation, Rockets & Missiles, Satellites, anything flying through Cyber-space, and the civilian or industrial base that supports any of the above.  	I have attached the more ‘standard’ update with a few more details for those of you so inclined.  Please let us know if you have any questions, comments, issues, etc. ",5,6,0,6,3,7,1,3,1,True,2017.0
1IZrv7x9D5ZQUIx5B4b6vGgkeX7AnBCEy,CASI public update June 2017_KA edits.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,PLAN,"director, research, staff, casi, china",0.2023,"SUBJECT: June 2017 Public Update on CASI  The following were the significant activities and updates for the China Aerospace Studies Institute (CASI) from its start date of 22 Feb to 31 May, 2017.  CASI began operations as independent USAF organization with hiring of its first USAF personnel, Dr. Brendan Mulvaney, on 22 Feb 2017.  MOA between AU and NDU signed 23 Mar 2017.  Personnel status: Washington based Dr. Brendan Mulvaney hired as Director, 22 Feb 2017 Mr. Ken Allen hired as NDU Research Director, 30 May 2017 NDU Research positions (4).  Announcements on USAJobs forthcoming, expect Jun-Aug release NDU Enlisted billet (1)- Seeking qualified candidates.  Any Mandarin speaker. Maxwell based AU Deputy Director (USAF LtCol)- Seeking qualified candidates.  Any Mandarin speaker. AU Research Director hiring process ongoing AU Enlisted billet (1)- Seeking qualified candidates.  Any Mandarin speaker.AU Research positions (3) Announcements on USAJobs forthcoming, expect Jun-Aug release  Research agenda: Study of Chinese Air Operations and their impact in the East China Sea and surrounding area.  Research underway at RAND. Study of PLA Air Force and PLA Naval Aviation training and exercise integration. Research underway at Center for Naval Analyses (CNA). Study on the Chinese Aerospace Industrial Base.  Contract pending review. Chinese Aerospace Periodical Research Project.  Contract pending signature.  Publications/ Public Affairs:  PLA Aerospace Power: A Primer on Trends in China’s Military Air, Space, and Missile Forces.  Currently at AU Press for copyediting and publishing Article on prospective next commander of the PLAAF Gen Yi Xiaoguang. Currently at China Brief for copyediting and publishing Interviews on CGTN News- 11 Mar, 5 Apr, 17 Apr Participated in Air University PAO support to Dave Wood’s project on soft power  Significant contacts.  CASI Director held in-briefs with the following:  Ms. Dolan, Deputy Director, Strategy, Concepts, and Assessments, Deputy Chie",5,7,0,4,3,6,1,1,1,True,
1ftTNMJcjNe0aTQOlm6izGNBst23hWFc3,Table of Contents.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,PLAAF,"report, briefing, plassf, john, table",0.4019,"Table of Contents Tab	Content 1	Itinerary 2	Correspondence with Capt Daniel Austin  3	Crowne Plaza 4	Delta Airlines 5	Briefing 6	Support material 7	Mark Stokes and Rachael Burton’s PLASSF Report in 2018 8	Elsa Kania and John Costello PLASSF Report in 2018 9	John Chen, Joe McReynolds, and Kieran Green report  10	CMC briefing 11	PLAAF Org Report for RSIS update 2002 12	 13	 14	 15	",1,0,0,0,0,0,0,0,1,False,
1UsySk6X_J5mghtuh3mNnrzfw9Pgc0JUw,STARCOM Conference at Patrick AFB.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"depart, arrive, hotel, oxford, ward",0.4019,"STARCOM Conference at Patrick AFB 21-23 February 2023 Itinerary Tuesday, 21 February 1115	Depart home with Steve Yim 1200	Arrive Reagan National (DCA) 1400	Depart on Delta 590 1600	Arrive Atlanta 1945	Depart Atlanta on Delta 2592 2117	Arrive Melbourne International Airport (MLB) 2145	Depart airport via taxi 2215	Arrive at Crown Plaza Oceanfront – Melbourne hotel Wednesday, 22 February ….	Depart hotel for conference at Tides Club, Patrick AFB 0800	Conference begins 1015	Present briefing on PLA Strategic Support Force for MGEN Shawn Bratton 1115	Lunch at Tides Club 1300	Return to hotel 1615	Conference ends 1630	Get together at Tides Club, Patrick AFB ….	Arrive at hotel Thursday, 23 February 0830	Depart hotel 0900	Arrive airport 1130	Depart on Delta 2983 1315	Arrive Atlanta 1455	Depart Atlanta on Delta 455 1630	Arrive DCA 1715	Depart DCA via taxi (Steve Yim) 1800	Arrive home  Expenses Airline ticket: $283.40  Luggage fee: $30.00 x 2 = $60.00 Taxi: Home to DCA:  Airport to hotel:  Hotel to airport:  DCA to home Steve Yim, yim1089@gmail.com; (703) 618-1089 Hotel: $409.92 Crowne Plaza Oceanfront-Melbourne, 2605 North Hwy A1A, Melbourne, FL 32903, (321) 775-0030 for reservations; for shuttle 32l-777-4100 Confirmation #: 41318171 Food: $150 POCs:  Christopher Thomas Contractor, LinQuest Corp STARCOM Speechwriter COMM: 719-552-2321 christopher.thomas.124.ctr@spaceforce.mil DANIEL J. AUSTIN, Capt, USSF Commander's Action Group Space Training and Readiness Command Contact: (o) 719-552-2381    Jonathan Ward  Next Generation National Security Fellow, 2018 Founder, Atlas Organization Dr. Jonathan Ward is the founder of Atlas Organization, a Washington D.C. and New York based consultancy focused on Chinese and Indian national strategy. He completed his PhD at Oxford, specializing in China-India relations. Initially admitted to Oxford to study Russian and Chinese nationalism, he spent five years studying with the University's master historians, including Rana Mitter, John Darwin, S",0,0,0,6,1,2,0,0,1,False,
1o0Sf0Hj-X7y4xnktorJl1ZtGfTG89UcC,Mr.Allen_Invoice_Updated.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"february, invoice, date, name, kenneth",0.1779,"Invoice Date: 10 February 2023 Name: Kenneth W. Allen Phone: 703-901-3926 Travel Dates: 21-23 February 2023 Event: STARCOM Commander’s Conference Participation: Speaker Honorarium flat fee for all expenses: $2,000.00  ",0,0,0,1,0,0,0,0,0,False,
1Q_aaCj6hVq_pjFOPA2119g-qQ7WZjjxn,Invoice.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"estimated, airport, hotel, february, home",0.1779,"Invoice Date: 10 February 2023 Name: Kenneth W. Allen Phone: 703-901-3926 Travel Dates: 21-23 February 2023 Event: STARCOM Commander’s Conference Participation: Speaker Honorarium: $2,000.00 Expenses: Airfare: $283.40 Luggage fee: 2 x $30.00 = $60.00 Hotel: $409.92 Taxis:  Home to Reagan National Airport: estimated $60.00 Melbourne Airport to hotel: estimated: $20.00 Hotel to Melbourne Airport: estimated: $20.00 Reagan National Airport to home: estimated $60.00 Food: estimated $125.00   ",0,0,0,1,0,0,0,0,0,False,
1Yf4zlqg1M5sXixF35Ra6uZDg2tLnOShs,SF3881 - Ken Allen.pdf,The Day After The Battle,application/pdf,Organization,"information, number, financial, agency, name",-0.5719,"ACH VENDOR/MISCELLANEOUS PAYMENT 
ENROLLMENT FORM
OMB No. 1510-0056
This form is used for Automated Clearing House (ACH) payments with an addendum record that contains 
payment-related information processed through the Vendor Express Program.  Recipients of these payments 
should bring this information to the attention of their financial institution when presenting this form for 
completion. See reverse for additional instructions.
The following information is provided to comply with the Privacy Act of 1974 (P.L. 93-579). All 
information collected on this form is required under the provisions of 31 U.S.C. 3322 and 31 CFR 210. 
This information will be used by the Treasury Department to transmit payment data, by electronic means 
to vendor's financial institution. Failure to provide the requested information may delay or prevent the 
receipt of payments through the Automated Clearing House Payment System.
PRIVACY ACT STATEMENT
AGENCY INFORMATION
FEDERAL PROGRAM AGENCY
AGENCY IDENTIFIER:
AGENCY LOCATION CODE (ALC):
ACH FORMAT:
CCD+
CTX
ADDRESS:
CONTACT PERSON NAME:
TELEPHONE NUMBER:
(
)
ADDITIONAL INFORMATION:
PAYEE/COMPANY INFORMATION
NAME
ADDRESS
CONTACT PERSON NAME:
TELEPHONE NUMBER:
(
)
SSN NO. OR TAXPAYER ID NO.
FINANCIAL INSTITUTION INFORMATION
NAME:
ADDRESS:
ACH COORDINATOR NAME:
TELEPHONE NUMBER:
NINE-DIGIT ROUTING TRANSIT NUMBER:
DEPOSITOR ACCOUNT TITLE:
DEPOSITOR ACCOUNT NUMBER:
LOCKBOX NUMBER:
TYPE OF ACCOUNT:
CHECKING
SAVINGS
LOCKBOX
SIGNATURE AND TITLE OF AUTHORIZED OFFICIAL: 
(Could be the same as ACH Coordinator)
TELEPHONE NUMBER:
(
)
(
)
SF 3881 (Rev. 2/2003 ) 
Prescribed by Department of Treasury  
31 U S C 3322; 31 CFR 210
AUTHORIZED FOR LOCAL REPRODUCTION
Kenneth W. Allen
Kenneth W. Allen
8800 Moverly Ct.
Springfield, VA 22152
Bank of America
8332 Old Keene Mill Rd
Springfield, VA 22152
000080430658
703
901-3926
0
5
1
0
0
0
0
1
7
703
901-3926
SIGN
 Instructions for Completing SF 3881 Form
Agency Information Section - Federal agency prints or types ",0,0,0,2,0,0,0,1,0,False,
1P9-qmgnd_NHwU2kVeVWeOWiHXv0eQt6t,ChinaTalk_Feb 2023.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Leadership,"china, would, invasion, going, think",0.9034,"ChinaTalk War for Taiwan: What If China Wins? The Economic and Political Consequences “Think of the global economy having a heart attack.” Nicholas Welch  and  Jordan Schneider 2 hr ago 2 Say China wins the war — what happens next? To discuss, I recently had Jude Blanchette and Gerard DiPippo, both CSIS scholars, on the show. We discuss: The immense economic fallout that would materialize even before an invasion of Taiwan; How the world may (or may not) respond to a Chinese invasion, militarily and economically; The delicate balancing act of signaling credible deterrence. ChinaTalk is a reader-supported publication. To receive new posts and support my work, consider becoming a free or paid subscriber. Top of Form Subscribe Bottom of Form   Midjourney prompt: this eighteenth-century painting of Zhongnanhai “with modern architecture, military overtones, photorealistic” The Price of Contemplating an Invasion Jordan Schneider: Recently, you two wrote a paper exploring the economic, political, and geopolitical consequences of China prevailing in a conflict where they take over Taiwan. What happens, diplomatically and economically, when war is imminent? Jude Blanchette: One point that is worth making: in the analysis we tried to say, “What could a clean, low-cost success for China to look like?” You can imagine a world — although I think it’s a low probability one — where China is able to go in quick and fast, without a real significant observable buildup, decapitate the Taipei leadership, face minimal to zero resistance on-island resistance — and then, critically, have the whole world shrug, so that there’s no after-invasion backlash from the global community. Another possible scenario here is that China is able to create a scenario where its action on Taiwan is understood by a significant enough number of the international community to be defensive. That could be that they claim that there was an attack on a PLAN destroyer by the Taiwanese and that they had no choice. S",0,2,0,3,0,0,0,0,5,False,2023.0
1XQ8pzjM94gX4Ezgs19xUkFzPny72pCf6,CSIS on The Day After The Battle.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Leadership,"taiwan, would, china, beijing, chinese",-0.952,"CSIS on The Day After The Battle “Reunification” with Taiwan through Force Would Be a Pyrrhic Victory for China Image  Photo: Sam Yeh/AFP/GettyImages  Brief by Jude Blanchette and Gerard DiPippo Published November 22, 2022  Available Downloads Download the Brief2987kb The Issue Many commentators and officials speculate about Beijing’s plans to compel “reunification” with Taiwan. Much of the existing commentary focuses on how or when a Chinese attack on Taiwan could occur, but there is little discussion of the nonmilitary consequences of such a scenario for China and the world. This brief explores the implications of a Chinese attack on Taiwan based on reasonable, albeit speculative, assumptions. When considered more holistically, the implications of an attack on Taiwan would be grim for Beijing, even if Chinese forces “successfully” capture the island. China would probably be diplomatically and economically isolated from key advanced economies, and Chinese leader Xi Jinping would have to tread a narrow path to avoid dire consequences for China and the Chinese Communist Party (CCP) as a whole. This analysis helps clarify what could be at stake for the world and reaffirms the importance of deterring Beijing from contemplating such an attack on Taiwan.  Speculation has increased over the past several years that Beijing is accelerating plans for an invasion of Taiwan. While there is little doubt that Beijing seeks to fully annex Taiwan into the People’s Republic of China (PRC) one day, questions remain about the timing and methods that China might use to achieve this goal.1 There are several reasons Beijing might undertake a military campaign against Taiwan: 1. Long-standing territorial and national identity aspirations
2. Xi’s own personal ambitions and sense of legacy
3. Addressing a perceived threat to its own security stemming from deepening U.S.-Taiwan defense cooperation
4. Responding to perceived provocations from Taiwan, specifically a formal declaration of de j",0,2,1,2,0,0,1,1,6,False,
1bP2K2KxxC2Sb3eACZ1_Uoa_712mUoC3I,Wendell Minnick on Post Conflict Situation.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,PLAAF,"taiwan, china, base, chinese, force",-0.594,"Wendell Minnick on Post Conflict Situation  https://nationalinterest.org/feature/post%E2%80%93invasion-nightmare-taiwan-becomes-america%E2%80%99s-enemy-41957  January 21, 2019  Post–Invasion Nightmare: Taiwan Becomes America’s Enemy If Taipei fell to Beijing control tomorrow, then Xi Jinping could use the country's bases to launch new wars. by Wendell Minnick AIPEI — Those focusing on whether China can sink a U.S. aircraft carrier or lob missiles at Guam are missing the larger problem. And it is not about the tragic loss of a democratic friend in Asia. The nightmare is how the strategic landscape will radically change if China controls Taiwan, either by political or brutal force. China views Japan, Taiwan and the Philippines as one long wall. Bud Cole, the celebrated specialist on Chinese naval issues, dubbed it the “The Great Wall at Sea” for good reason. Insurmountable in geographic terms; with no line of sight for its aircraft, let alone navy, Beijing has no other choice but to take Taiwan. Taiwan’s central mountain range runs the length of the island with heights ranging from nine thousand to twelve thousand feet. This is the problem China faces in its efforts to project force into the Pacific. The Chinese air force must fly around Taiwan, the navy must sail through the Japanese-controlled Ryukyu Islands chain that stretches from Japan to Taiwan, and mainland’s ground-based radar cannot peek over Taiwan. What would a post–invasion Taiwan look like? The occupation of Chinese military forces on Taiwan would basically turn the tables on the United States. The “wall” would now be a U.S. problem in terms of line-of-sight. China has radically shifted the power balance in the South China Sea with the same island occupying philosophy. Islands are taken, then armed, and territorial lines are expanded via dubious “legal” declarations, such as exclusive economic zones, fishing grounds, historical claims that go back hundreds of years. The declaration of an Air Defense Iden",16,16,0,2,1,2,0,3,3,False,
1MvPwRwG2yXQ2aUKDIHhCO0dXm6STWffC,Trade between China Taiwan and the US.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Organization,"taiwan, china, trade, economic, percent",-0.3182,"Trade between China Taiwan and the US China and Taiwan https://www.cfr.org/backgrounder/china-taiwan-relations China-Taiwan Relations Differences over Taiwan’s status fuel tensions between the island and mainland, yet cross-strait economic ties continue to deepen.  Backgrounder by Eleanor Albert Last updated January 22, 2020  Economic Rapprochement Taiwan began investing in China after reform policies were implemented by PRC leader Deng Xiaoping in the late 1970s. Despite intermittent friction, the cross-strait economic relationship has blossomed. China entered the World Trade Organization in 2001 and, within a month, Taiwan entered as “Chinese Taipei.” The island holds member, observer, or other status in more than fifty organizations, such as the Asian Development Bank, APEC, OECD committees, and regional fishery organizations. China is Taiwan’s largest trading partner, accounting for nearly 30 percent of the island’s total trade, and trade between the two reached $150.5 billion in 2018 (up from $35 billion in 1999). China and Taiwan have also agreed to allow banks, insurers, and other financial service providers to work in both markets. In 2015, the number of direct flights between them hit just under 900 per week, up from 270 in 2009. Nevertheless, the economic relationship has experienced some hiccups in recent years. Taiwanese investment in the mainland declined for its fourth consecutive year in 2018, and mainland investment in Taiwan has increased at a slower rate than before.  Trade in Billions (USD)China-Taiwan Trade19992000200120022003200420052006200720082009201020112012201320142015201620172018050100150200 Trade totals include data from mainland China, Hong Kong, and Macao. Source: Bureau of Trade, Ministry of Economic Affairs, Republic of China.     Share Former President Ma Ying-jeou’s KMT government (2008–2016) signed more than twenty pacts with the PRC, including the 2010 Economic Cooperation Framework Agreement (ECFA) [PDF], a cross-strait agreement ",0,0,0,7,3,0,2,0,1,False,
1tfl8TJslndd2zn5z0p64pdKfRCLRQPGp,Here's What Could Happen If China Invaded Taiwan - Bloomberg - 6 Oct 20.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Technology,"taiwan, military, could, china, chinese",-0.7346,"Here’s What Could Happen If China Invaded Taiwan  https://www.bloomberg.com/news/features/2020-10-07/here-s-what-could-happen-if-china-invaded-taiwan   Howitzers fire munitions during an annual Taiwanese military exercise in Taichung, July 2020. The drills are aimed at repelling a Chinese invasion across the Taiwan Strait.  Photographer: I-Hwa Cheng/Bloomberg Here’s What Could Happen If China Invaded Taiwan That scenario, while still remote, is being taken more seriously these days.  By  Samson Ellis October 7, 2020,  Xi Jinping’s Chinese Communist Party has threatened to invade Taiwan for more than seven decades. Now fears are growing among analysts, officials and investors that it might actually follow through over the next few years, potentially triggering a war with the U.S. In September, People’s Liberation Army aircraft repeatedly breached the median line in the Taiwan Strait, eliminating a de facto buffer zone that has kept peace for decades. The party-run Global Times newspaper has given a picture of what could come, urging China’s air force to patrol the skies over Taiwan and “achieve reunification through military means” if it fires any shots. Taiwan announced it would only shoot if attacked. Despite the saber rattling, China and Taiwan have many reasons to avoid a war that could kill tens of thousands, devastate their economies and potentially lead to a nuclear conflict with the U.S. and its allies. The overwhelming consensus remains that Beijing will continue efforts to control Taiwan through military threats, diplomatic isolation and economic incentives. Equities in Taiwan have recently hit record highs.  Taiwan’s Best Landing Sites Are Well Defended Sources: The Chinese Invasion Threat, NASA, OpenStreetMap contributors, Natural Earth, Google Earth But several forces may push them toward action: President Xi Jinping’s desire to cement his legacy by gaining “lost” territory, falling support among Taiwan’s public for any union with China, the rise of pro-",3,1,1,3,2,3,0,5,5,False,
1I_V_aflJclbmYEU-G77XkgBf4M-_dW8H,Third Taiwan Strait Crisis.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,PLAAF,"taiwan, strait, crisis, visa, visit",-0.9403,"The 1958 Taiwan Strait Crisis Change to:  Second Taiwan Strait Crisis: 1958  Add the following info to a new subsection after the Second Taiwan Strait Crisis and before Air Activity over the Taiwan Strait Since 1958:    Third Taiwan Strait Crisis: 1995-1996 After the Second Taiwan Strait Crisis, the U.S. began its formal recognition of the PRC in 1979, and continued security protections to Taiwan, which included passing the Taiwan Relations Act and the “six assurances”. Tensions in 1995 originated from an invitation that Cornell University extended to Lee Teng-hui in 1995. Lee was the President of the ROC and the KMT Chairman from 1988 until 2000, and is referred to as the “Father of the ROC Democracy”. Although the U.S. State Department initially refused to grant Lee a visa, the U.S. House of Representatives voted in unanimous favor of granting President Lee a visa to the United States, and the Senate followed with an almost unanimous vote of its own (there was one dissenter). The Clinton administration claimed that a visit by Lee “would have serious consequences” and that “a visit by a person his title, whether or not the visit were termed private, would be seen by the PRC as removing an essential element of unofficially in the US-ROC relationship.” Although the Clinton administration repeatedly stressed that it had not changed its stance on the “One China” policy and despite the PRC government’s warnings, President Clinton finally reversed the ban preventing high ranking Taiwan officials from visiting the United States and granted Lee a visa. The PRC government promptly announced its response to the visa by claiming, “If the United States clings to its erroneous decision it will inevitably cause severe damage to Sino-American relations. For that it should bear all the consequences.” After the United States refused to revoke the visa, the PRC government claimed that the U.S. violated the “One China” principle. By giving Lee a U.S. visa, both Sino-American and cros",9,6,1,8,1,0,0,5,1,False,
1P6tHoeXcEOIVYbBnIDohGZxlwMipCV4s,Taiwan's Stock Market in 1995.pdf,The Day After The Battle,application/pdf,Organization,"university, prof, australian, national, economic",0.7668,"Economic Relations Across the Strait:
Interdependence or Dependence?
Heather Smith
and
Stuart Harris
247
A U S T R A L I A – J A P A N R E S E A R C H C E N T R E
PACIFIC ECONOMIC PAPERS
NO. 264, FEBRUARY 1997
  Economic Relations Across the Strait:
Interdependence or Dependence?
Heather Smith
Department of International Relations
Australian National University
Stuart Harris
Northeast Asia Program
Australian National University
A U S T R A L I A – J A P A N R E S E A R C H C E N T R E
PACIFIC ECONOMIC PAPER NO. 264
FEBRUARY 1997
 ii
© Australia–Japan Research Centre 1997
This work is copyright. Apart from those uses which may be permitted under the Copyright
Act 1968 as amended, no part may be reproduced by any process without written permission.
Pacific Economic Papers are published under the direction of the Research Committee
of the Australia–Japan Research Centre. Current members are:
Prof. Stuart Harris (Chair)
The Australian National
University
Prof. Sandra Buckley
Griffith University
Prof. Ken Davis
The University of Melbourne
Prof. Peter Drysdale
The Australian National
University
Prof. Ron Duncan
The Australian National
University
Assoc. Prof. Christopher
Findlay
The University of Adelaide
Prof. Ross Garnaut
The Australian National
University
Prof. Keith Hancock
Australian Industrial
Relations Commission
Prof. Jocelyn Horne
Macquarie University
Prof. Warwick McKibbin
The Australian National
University
Prof. John Nevile
The University of New
South Wales
Prof. Merle Ricklefs
The Australian National
University
Prof. Alan Rix
The University of
Queensland
Mr Ben Smith
The Australian National
University
Papers submitted for publication are subject to double-blind external review by two
referees.
The Australia–Japan Research Centre is part of the Economics Division of the Research
School of Pacific and Asian Studies, The Australian National University, Canberra.
ISSN 0 728 8409
ISBN 0 86413 205 0
Australia–Japan Research Centre
Research School of Pacific and Asian",0,0,0,2,0,2,2,0,0,True,1995.0
1ly4yXVpy9lJvvQWcMxvU81kiVqKP-LDA,Croft Thesis Final Draft_the actual one_.docx,The Day After The Battle,application/vnd.openxmlformats-officedocument.wordprocessingml.document,Leadership,"china, taiwan, strait, thesis, thank",0.9182,"STRAIT TALK: UNITED STATES CONTAINMENT OF COMMUNISM IN THE  TAIWAN STRAIT      © 2016 By Lizzy Leary A thesis presented in partial fulfillment of the requirements for completion Of the Bachelor of Arts degree in International Studies Croft Institute for International Studies Sally McDonnell Barksdale Honors College The University of Mississippi    University, Mississippi May 2016      									Approved: _____________________________ Advisor: Dr.  Susan Allen _____________________________ Reader: Dr. William Schenck _____________________________ Reader: Dr. Melissa Graves    Acknowledgements  First, I would like to thank my mentor, Dr. Susan Allen, for always being there during the past eight months of endless research and writing.  I could not have written this thesis without her support and never-ending patience, especially whenever I attempted to write a hypothesis that tested the future.   I want thank the Croft Institute for International Studies for both its academic and personal support over the last four years.  I am extremely grateful for the mentorship of Dr. Kees Gispen, and am glad that I have been able to know him during his time as the Executive Director of the Croft Institute.  Likewise, I am thankful for Dr. William Schenck, who helped with my thesis research, let me bother him when I needed guidance, and motivated the seniors at the beginning of the semester with his wise words about our theses (“It doesn’t have to be that good”). I would also like to thank the Center for Intelligence and Security Studies for guiding me through my studies and providing me with numerous opportunities during my time as an undergraduate student at Ole Miss.  In particular, I am grateful to my third reader, Dr. Melissa Graves, for helping me shape my thesis research, and Wesley Yates and Carl Hill for being my emotional support at the Center.   I am forever indebted to my family for all of the support and love that they have shown me not only during my undergraduate year",0,0,1,6,0,0,0,0,11,True,
1nYnToihpiC75vFcX39RFmQyZWgiGXER4,Third Taiwan Strait Crisis Overview.pdf,The Day After The Battle,application/pdf,Doctrine,"crisis, taiwan, third, director, china",-0.9231," 
 
 Third Taiwan Straight Crisis | 1 
 
 
 
 
Contents 
 
Letter from the Director ..................................................................................................................................................................................................................... 2 
General Background of Events ........................................................................................................................................................................................... 3 
Basic Chronological Events during the Third Taiwan Straits Crisis.................................................................. 3 
Taiwan, China and the United States during the Cold War ....................................................................................... 4 
After the Cold War ........................................................................................................................................................................................................................... 5 
The Political System of the People’s Republic of China .............................................................................................................. 6 
Strategic thought of the People’s Republic of China ...................................................................................................................... 7 
Case Study: Japan ..................................................................................................................................................................................................................................... 8 
Conclusion – What the Taiwan Straits Crisis is really about ............................................................................................... 9 
Characters of the Chinese Central Emergency Commission ....................................................................................... 11 
Committee Mechanics ...................................",0,0,0,3,0,6,1,0,4,False,
